sub0, topic1, 10003, 6.70183271227, 3, 0.386630723084, 2928, 1726, 2347.25028969
sub0, topic2, 10004, 3.3096259505, 4, 0.519622090143, 2948, 1404, 2333.78490028
sub0, topic0, 10005, 2.78832136678, 5, 0.623778130136, 3117, 1884, 2333.48991507
sub0, topic5, 10007, 1.22553884715, 7, 0.769237063721, 2998, 1742, 2344.49942595
sub0, topic6, 10001, 10.638058628, 1, 0.0, 3043, 2352, 2343.12159864
sub0, topic3, 10002, 7.20284196048, 2, 0.216821044131, 3079, 1744, 2334.70699541
sub0, topic4, 10006, 2.15771252627, 6, 0.705350948785, 3000, 1594, 2336.72835634
sub1, topic1, 10007, 0.904126189845, 7, 0.769237063721, 2928, 2039, 2349.36243256
sub1, topic2, 10005, 2.80361454376, 5, 0.623778130136, 2948, 1942, 2340.61225541
sub1, topic0, 10006, 2.60698924522, 6, 0.705350948785, 3117, 2055, 2335.84136253
sub1, topic5, 10003, 3.56610413551, 3, 0.386630723084, 2998, 1690, 2344.40828402
sub1, topic6, 10002, 6.21600224933, 2, 0.216821044131, 3043, 2088, 2341.21024904
sub1, topic3, 10001, 10.4605766862, 1, 0.0, 3079, 1631, 2333.19006744
sub1, topic4, 10004, 3.07560009292, 4, 0.519622090143, 3000, 1332, 2332.29204204
sub2, topic1, 10001, 5.99018563509, 1, 0.0, 2928, 1922, 2348.71383975
sub2, topic2, 10002, 5.95998997196, 2, 0.216821044131, 2948, 2097, 2341.92846924
sub2, topic0, 10006, 1.33089135366, 6, 0.705350948785, 3117, 2694, 2340.86822569
sub2, topic5, 10004, 4.46526456664, 4, 0.519622090143, 2998, 2395, 2348.63256785
sub2, topic6, 10007, 0.426269447227, 7, 0.769237063721, 3043, 1184, 2327.60388514
sub2, topic3, 10003, 5.22024060349, 3, 0.386630723084, 3079, 2190, 2339.79269406
sub2, topic4, 10005, 3.13501537193, 5, 0.623778130136, 3000, 1257, 2331.27128083
sub3, topic1, 10002, 6.09103309381, 2, 0.216821044131, 2928, 1262, 2342.87638669
sub3, topic2, 10006, 1.08440442918, 6, 0.705350948785, 2948, 2251, 2343.12172368
sub3, topic0, 10001, 7.19593598007, 1, 0.0, 3117, 1342, 2323.4709389
sub3, topic5, 10005, 3.26559370087, 5, 0.623778130136, 2998, 1329, 2340.28743416
sub3, topic6, 10003, 3.96394198568, 3, 0.386630723084, 3043, 1535, 2335.00716612
sub3, topic3, 10007, 1.04607097352, 7, 0.769237063721, 3079, 2831, 2343.66054398
sub3, topic4, 10004, 3.35142419282, 4, 0.519622090143, 3000, 1402, 2333.79814551
sub4, topic1, 10005, 2.22245053709, 5, 0.623778130136, 2928, 2458, 2350.46297803
sub4, topic2, 10002, 15.7310190446, 2, 0.216821044131, 2948, 1869, 2340.1305511
sub4, topic0, 10006, 1.60713247481, 6, 0.705350948785, 3117, 2346, 2338.27024723
sub4, topic5, 10001, 17.1124225142, 1, 0.0, 2998, 2614, 2349.4682479
sub4, topic6, 10007, 0.454868829956, 7, 0.769237063721, 3043, 1155, 2327.14199134
sub4, topic3, 10004, 7.23850175475, 4, 0.519622090143, 3079, 1316, 2327.34802432
sub4, topic4, 10003, 13.9846139169, 3, 0.386630723084, 3000, 1712, 2338.12908879
sub5, topic1, 10005, 2.58157401897, 5, 0.623778130136, 2928, 2315, 2350.31058315
sub5, topic2, 10004, 3.26694800093, 4, 0.519622090143, 2948, 2571, 2344.73317775
sub5, topic0, 10006, 2.24111631654, 6, 0.705350948785, 3117, 2275, 2337.98505495
sub5, topic5, 10001, 11.2849733389, 1, 0.0, 2998, 2109, 2346.99762921
sub5, topic6, 10003, 6.59651465803, 3, 0.386630723084, 3043, 1732, 2337.52713626
sub5, topic3, 10002, 8.74490068425, 2, 0.216821044131, 3079, 1798, 2335.91768632
sub5, topic4, 10007, 0.324554154484, 7, 0.769237063721, 3000, 2703, 2345.48686644
sub6, topic1, 10003, 4.28152790682, 3, 0.386630723084, 2928, 1513, 2345.42696629
sub6, topic2, 10005, 2.0968124673, 5, 0.623778130136, 2948, 1364, 2332.9186217
sub6, topic0, 10006, 1.65920908691, 6, 0.705350948785, 3117, 1633, 2329.6687079
sub6, topic5, 10007, 1.23264117917, 7, 0.769237063721, 2998, 1413, 2341.37367304
sub6, topic6, 10002, 5.66799305124, 2, 0.216821044131, 3043, 1933, 2340.11122607
sub6, topic3, 10001, 10.2894700176, 1, 0.0, 3079, 2393, 2341.18428751
sub6, topic4, 10004, 3.71079301052, 4, 0.519622090143, 3000, 2568, 2345.05490654
sub7, topic1, 10003, 2.95193145006, 3, 0.386630723084, 2928, 1176, 2341.8537415
sub7, topic2, 10004, 2.90259797215, 4, 0.519622090143, 2948, 1206, 2329.73880597
sub7, topic0, 10001, 4.81862792537, 1, 0.0, 3117, 1427, 2325.35739313
sub7, topic5, 10005, 1.54865980373, 5, 0.623778130136, 2998, 1488, 2342.62432796
sub7, topic6, 10007, 0.953474746704, 7, 0.769237063721, 3043, 1741, 2337.58529581
sub7, topic3, 10006, 1.24976164245, 6, 0.705350948785, 3079, 1526, 2331.56487549
sub7, topic4, 10002, 3.86112056637, 2, 0.216821044131, 3000, 2063, 2341.72321861
sub8, topic1, 10003, 6.84045972036, 3, 0.386630723084, 2928, 1336, 2343.69610778
sub8, topic2, 10002, 8.53028456512, 2, 0.216821044131, 2948, 1588, 2336.35642317
sub8, topic0, 10004, 4.82817307688, 4, 0.519622090143, 3117, 1745, 2331.72492837
sub8, topic5, 10006, 1.7502665039, 6, 0.705350948785, 2998, 1181, 2338.3911939
sub8, topic6, 10001, 12.7314508973, 1, 0.0, 3043, 2560, 2344.62109375
sub8, topic3, 10005, 3.26186749189, 5, 0.623778130136, 3079, 1220, 2325.28360656
sub8, topic4, 10007, 0.499765526449, 7, 0.769237063721, 3000, 1667, 2337.33893221
sub9, topic1, 10004, 3.28301132064, 4, 0.519622090143, 2928, 1608, 2346.52736318
sub9, topic2, 10006, 2.72001046036, 6, 0.705350948785, 2948, 1690, 2337.98816568
sub9, topic0, 10002, 6.2279029843, 2, 0.216821044131, 3117, 1329, 2323.38299473
sub9, topic5, 10003, 3.43351945128, 3, 0.386630723084, 2998, 1965, 2346.57506361
sub9, topic6, 10001, 9.62110100413, 1, 0.0, 3043, 1734, 2337.64821223
sub9, topic3, 10007, 1.95962331664, 7, 0.769237063721, 3079, 2044, 2338.24804305
sub9, topic4, 10005, 2.89022438936, 5, 0.623778130136, 3000, 1826, 2339.48192771